dataset;BiasedMatrixFactorization.NMAE;BiasedMatrixFactorization.RMSE;LatentFeatureLogLinearModel.MAE;MatrixFactorization.RMSE;SVDPlusPlus.MAE;SVDPlusPlus.RMSE;SigmoidCombinedAsymmetricFactorModel.RMSE;SigmoidItemAsymmetricFactorModel.RMSE;SigmoidUserAsymmetricFactorModel.NMAE;SigmoidUserAsymmetricFactorModel.RMSE;UserItemBaseline.NMAE
yelp.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.0341992784028385;0.126544316244831;0.206703959286385
movietweetings_recsys2014.csv;-0.243432247780074;-0.11585612245288;-0.0883369009317122;-0.136513007149721;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.188096031215612;0.126544316244831;0.206703959286385
amazon-apps.csv;-0.0608580619450185;-0.00297066980648409;-0.0883369009317122;-0.136513007149721;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.0612456175663364
amazon-cd.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.188096031215612;0.126544316244831;0.206703959286385
amazon-food.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.0341992784028385;0.126544316244831;0.206703959286385
amazon-tools.csv;-0.0608580619450185;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.0612456175663364
yahoo-music.csv;0.182574185835055;0.109914782839912;0.0608543095307351;0.0255961888405728;-0.175684551370192;-0.0513201286523439;0.11903843469187;-0.129346697453819;0.0341992784028385;0.126544316244831;-0.229671065873762
amazon-office.csv;0;-0.00297066980648409;-0.0883369009317122;-0.136513007149721;-0.175684551370192;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.0612456175663364
bookcrossing.csv;0.182574185835055;0.222800235486308;-0.0883369009317122;-0.136513007149721;0.301173516634615;0.303255305672941;-0.0672825935214915;-0.129346697453819;-0.119697474409935;-0.167365063420583;-0.0842127241537126
amazon-health.csv;0.182574185835055;0.222800235486308;-0.0883369009317122;-0.136513007149721;0.301173516634615;0.303255305672941;-0.0672825935214915;-0.0269472286362124;-0.273594227222708;-0.314319753253291;0.0612456175663364
amazon-toys.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.206703959286385
amazon-beauty.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.188096031215612;0.126544316244831;0.206703959286385
amazon-digital-music.csv;0;-0.11585612245288;-0.0883369009317122;-0.136513007149721;-0.175684551370192;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.188096031215612;0.126544316244831;0.0612456175663364
jester2.csv;0.121716123890037;0.16635750916311;0.35923673045563;0.430869178816308;-0.0167318620352564;-0.0513201286523439;-0.439924649948214;-0.231746166271426;-0.273594227222708;-0.314319753253291;-0.229671065873762
amazon-kindle.csv;0.182574185835055;0.222800235486308;-0.0883369009317122;-0.136513007149721;0.301173516634615;0.303255305672941;-0.0672825935214915;-0.129346697453819;-0.119697474409935;-0.167365063420583;0.0612456175663364
amazon-sports.csv;-0.0608580619450185;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.188096031215612;0.126544316244831;0.0612456175663364
amazon-phones.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.025877920585189;0.0754522401813945;0.0341992784028385;0.273499006077539;0.206703959286385
amazon-instruments.csv;0;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.175684551370192;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.188096031215612;0.126544316244831;0.0612456175663364
movielens20m.csv;0;0.109914782839912;0.135449914761959;0.187705384830867;-0.175684551370192;-0.228607845814986;0;-0.334145635089033;0;0;-0.229671065873762
amazon-garden.csv;0;-0.00297066980648409;-0.0883369009317122;-0.136513007149721;-0.175684551370192;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.0612456175663364
jester3.csv;0.121716123890037;-0.0594133961296822;0.508427940918077;-0.0554584091545744;-0.175684551370192;0.125967588510299;-0.160443107628172;-0.129346697453819;0.0341992784028385;0.126544316244831;-0.229671065873762
flixter.csv;0.182574185835055;0.222800235486308;0.210045519993182;0.349814580821161;0.142220827299679;-0.0513201286523439;-0.253603621734853;-0.231746166271426;-0.119697474409935;-0.0204103735878761;-0.229671065873762
movielens10m.csv;0.121716123890037;0.222800235486308;0.284641125224406;0.349814580821161;0.142220827299679;0.125967588510299;-0.439924649948214;-0.129346697453819;-0.427490980035481;-0.167365063420583;-0.229671065873762
jester1.csv;0.121716123890037;0.16635750916311;0.35923673045563;0.430869178816308;-0.0167318620352564;-0.0513201286523439;-0.439924649948214;-0.231746166271426;-0.273594227222708;-0.314319753253291;-0.229671065873762
amazon-clothes.csv;0.182574185835055;0.222800235486308;-0.0883369009317122;-0.136513007149721;0.301173516634615;0.303255305672941;-0.0672825935214915;-0.0269472286362124;-0.273594227222708;-0.314319753253291;0.0612456175663364
amazon-automotive.csv;-0.0608580619450185;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.025877920585189;0.280251177816608;0.188096031215612;-0.0204103735878761;0.0612456175663364
amazon-instant-video.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;-0.0672825935214915;0.280251177816608;0.188096031215612;0.126544316244831;0.206703959286385
movietweetings_latest.csv;0.182574185835055;0.222800235486308;-0.0883369009317122;0.0255961888405728;0.301173516634615;0.303255305672941;-0.0672825935214915;-0.129346697453819;-0.119697474409935;-0.167365063420583;-0.0842127241537126
amazon-home.csv;-0.0608580619450185;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.0612456175663364
amazon-movies.csv;0.182574185835055;0.109914782839912;-0.0883369009317122;0.0255961888405728;-0.175684551370192;-0.228607845814986;0.025877920585189;-0.0269472286362124;0.188096031215612;0.273499006077539;-0.0842127241537126
amazon-pet-supplies.csv;-0.243432247780074;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.0754522401813945;0.0341992784028385;0.126544316244831;0.206703959286385
amazon-baby.csv;-0.0608580619450185;-0.172298848776078;-0.0883369009317122;-0.0554584091545744;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.0612456175663364
yahoo-movies.csv;0.182574185835055;0.222800235486308;-0.0883369009317122;0.0255961888405728;0.301173516634615;0.303255305672941;-0.0672825935214915;-0.129346697453819;-0.119697474409935;-0.167365063420583;-0.0842127241537126
movielens_latest.csv;0;0.109914782839912;0.135449914761959;0.187705384830867;-0.175684551370192;-0.228607845814986;0;-0.231746166271426;0;0;-0.229671065873762
movielens100k.csv;0.121716123890037;-0.00297066980648409;0.284641125224406;-0.0554584091545744;0.142220827299679;0.125967588510299;0.11903843469187;-0.231746166271426;-0.273594227222708;-0.167365063420583;-0.229671065873762
movielens1m.csv;0.182574185835055;-0.0594133961296822;0.135449914761959;-0.0554584091545744;-0.0167318620352564;0.125967588510299;0.025877920585189;-0.129346697453819;0.188096031215612;0.273499006077539;-0.229671065873762
tripadvisor.csv;0.182574185835055;0.222800235486308;-0.0883369009317122;0.268759982826014;-0.334637240705127;-0.405895562977629;-0.160443107628172;-0.129346697453819;0.0341992784028385;0.126544316244831;-0.0842127241537126
amazon-games.csv;-0.0608580619450185;-0.00297066980648409;-0.0883369009317122;-0.136513007149721;-0.0167318620352564;-0.0513201286523439;0.11903843469187;0.177851708999001;0.0341992784028385;-0.0204103735878761;0.0612456175663364
